YGR167W	YGR167W@chrVII:832455-833157(+)
YBL105C	YBL105C@chrII:14240-17696(-)
YMR245W	YMR245W@chrXIII:758562-759183(+)
YMR273C	YMR273C@chrXIII:811232-813980(-)
YBL016W	YBL016W@chrII:192450-193512(+)
YPL139C	YPL139C@chrXVI:289668-291051(-)
YOR244W	YOR244W@chrXV:792530-793868(+)
YKL006W	YKL006W@chrXI:431905-432720(+)
YCL025C	YCL025C@chrIII:76017-77919(-)
YOR288C	YOR288C@chrXV:852120-853077(-)
YHL030W-A	YHL030W-A@chrVIII:39073-39535(+)
YIL007C	YIL007C@chrIX:342993-343656(-)
YMR316W	YMR316W@chrXIII:904824-905835(+)
YDR370C	YDR370C@chrIV:1217781-1219110(-)
YNR017W	YNR017W@chrXIV:662912-663581(+)
YGL107C	YGL107C@chrVII:304332-306273(-)
YGR073C	YGR073C@chrVII:635614-635986(-)
YGR188C	YGR188C@chrVII:872043-875109(-)
YBR198C	YBR198C@chrII:616126-618523(-)
YLR270W	YLR270W@chrXII:681185-682238(+)
YNL169C	YNL169C@chrXIV:316168-317671(-)
YPR095C	YPR095C@chrXVI:721036-724717(-)
YJL067W	YJL067W@chrX:314083-314434(+)
snR13	snR13@chrIV:1402919-1403042(+)
YEL031W	YEL031W@chrV:90257-93905(+)
YML121W	YML121W@chrXIII:26929-27862(+)
YDR447C	YDR447C@chrIV:1354828-1355553(-)
YOR231W	YOR231W@chrXV:772600-774127(+)
YGR191W	YGR191W@chrVII:880419-882231(+)
YMR229C	YMR229C@chrXIII:725933-731123(-)
YLR060W	YLR060W@chrXII:260978-262766(+)
YHR149C	YHR149C@chrVIII:394454-396659(-)
YOL131W	YOL131W@chrXV:73030-73357(+)
YBL026W	YBL026W@chrII:170622-171038(+)
YNL201C	YNL201C@chrXIV:260626-263203(-)
YDL156W	YDL156W@chrIV:174917-176486(+)
YKL027W	YKL027W@chrXI:387561-388905(+)
YOL093W	YOL093W@chrXV:142814-143696(+)
YML034W	YML034W@chrXIII:209524-212155(+)
YOR017W	YOR017W@chrXV:361411-363814(+)
YDR026C	YDR026C@chrIV:492555-494268(-)
YBR084C-A	YBR084C-A@chrII:414185-415261(-)
YML001W	YML001W@chrXIII:267173-267800(+)
YHR003C	YHR003C@chrVIII:110027-111317(-)
YHR030C	YHR030C@chrVIII:168889-170344(-)
YEL037C	YEL037C@chrV:81406-82603(-)
YER151C	YER151C@chrV:469685-472424(-)
YKL184W	YKL184W@chrXI:96756-98157(+)
YBR281C	YBR281C@chrII:764969-767606(-)
YBR118W	YBR118W@chrII:477670-479047(+)
YGL236C	YGL236C@chrVII:53786-55796(-)
YHR182W	YHR182W@chrVIII:468218-470576(+)
YHR173C	YHR173C@chrVIII:450814-451153(-)
YBR231C	YBR231C@chrII:682178-683090(-)
YOR100C	YOR100C@chrXV:513294-514278(-)
YBR129C	YBR129C@chrII:494352-495339(-)
YML129C	YML129C@chrXIII:14540-14753(-)
YFL020C	YFL020C@chrVI:99230-99599(-)
YGR050C	YGR050C@chrVII:592085-592442(-)
YDR035W	YDR035W@chrIV:521815-522928(+)
YDR513W	YDR513W@chrIV:1471016-1471448(+)
YGL241W	YGL241W@chrVII:45444-48459(+)
snR39B	snR39B@chrVII:366374-366469(-)
YDR344C	YDR344C@chrIV:1162005-1162449(-)
YLR105C	YLR105C@chrXII:347046-348180(-)
YDL056W	YDL056W@chrIV:352876-355378(+)
YDL086C-A	YDL086C-A@chrIV:301654-302089(-)
YHR042W	YHR042W@chrVIII:190542-192618(+)
YPL066W	YPL066W@chrXVI:426232-427672(+)
YIR032C	YIR032C@chrIX:415029-415617(-)
YDL007W	YDL007W@chrIV:438046-439360(+)
YDL039C	YDL039C@chrIV:381984-384081(-)
YKR042W	YKR042W@chrXI:519526-520624(+)
YGL184C	YGL184C@chrVII:154614-156012(-)
YNR062C	YNR062C@chrXIV:744359-745343(-)
YFR055W	YFR055W@chrVI:264203-265226(+)
YGR234W	YGR234W@chrVII:959903-961103(+)
YNL105W	YNL105W@chrXIV:424154-424583(+)
YGL065C	YGL065C@chrVII:379759-381271(-)
YLR251W	YLR251W@chrXII:641463-642057(+)
YDR306C	YDR306C@chrIV:1073734-1075171(-)
YOL031C	YOL031C@chrXV:266263-267529(-)
YLR385C	YLR385C@chrXII:892991-893390(-)
YOL101C	YOL101C@chrXV:126981-127920(-)
YCR045C	YCR045C@chrIII:208134-209610(-)
YIL123W	YIL123W@chrIX:128150-129581(+)
YGR100W	YGR100W@chrVII:690244-693097(+)
YOR396W	YOR396W@chrXV:1085472-1090863(+)
YJR162C	YJR162C@chrX:744910-745261(-)
YKR106W	YKR106W@chrXI:661441-663289(+)
YOR072W-A	YOR072W-A@chrXV:461790-462039(+)
YIR040C	YIR040C@chrIX:433388-433721(-)
YPR003C	YPR003C@chrXVI:561503-563768(-)
YBL107C	YBL107C@chrII:9960-10551(-)
YER182W	YER182W@chrV:552524-553259(+)
YNL009W	YNL009W@chrXIV:614820-616083(+)
YKL022C	YKL022C@chrXI:394725-397248(-)
YJR160C	YJR160C@chrX:738007-739816(-)
YPL199C	YPL199C@chrXVI:172032-172755(-)
YDR157W	YDR157W@chrIV:769930-770332(+)
YOR093C	YOR093C@chrXV:497505-502452(-)
YMR214W	YMR214W@chrXIII:695349-696483(+)
YMR259C	YMR259C@chrXIII:784620-788883(-)
YDR029W	YDR029W@chrIV:501099-501414(+)
YJR069C	YJR069C@chrX:568805-569399(-)
YNL225C	YNL225C@chrXIV:222723-224469(-)
YLR237W	YLR237W@chrXII:612366-614163(+)
YFL044C	YFL044C@chrVI:44654-45560(-)
YNL232W	YNL232W@chrXIV:214922-215801(+)
YPL283W-A	YPL283W-A@chrXVI:1425-2001(+)
snR189	snR189@chrIII:178610-178798(-)
YLR296W	YLR296W@chrXII:722977-723304(+)
YMR293C	YMR293C@chrXIII:855398-856793(-)
YKL163W	YKL163W@chrXI:144400-145378(+)
YKL138C-A	YKL138C-A@chrXI:184802-185012(-)
YDR283C	YDR283C@chrIV:1025069-1030049(-)
YNL113W	YNL113W@chrXIV:412770-413199(+)
YDR537C	YDR537C@chrIV:1510855-1511461(-)
YIL031W	YIL031W@chrIX:292632-295737(+)
YKL159C	YKL159C@chrXI:153815-154451(-)
YML012W	YML012W@chrXIII:246115-246751(+)
YOR054C	YOR054C@chrXV:427832-429857(-)
YML029W	YML029W@chrXIII:217361-219878(+)
YJR073C	YJR073C@chrX:572314-572935(-)
YER090W	YER090W@chrV:337948-339472(+)
YDL089W	YDL089W@chrIV:296819-298274(+)
YOR396C-A	YOR396C-A@chrXV:1090014-1090497(-)
YOL089C	YOL089C@chrXV:150397-153490(-)
YOR192C-A	YOR192C-A@chrXV:708415-709732(-)
YBR094W	YBR094W@chrII:432035-434297(+)
YNL256W	YNL256W@chrXIV:164622-167097(+)
YDL221W	YDL221W@chrIV:62010-62562(+)
YOR043W	YOR043W@chrXV:410869-412330(+)
YOR204W	YOR204W@chrXV:722910-724725(+)
YJR048W	YJR048W@chrX:526334-526664(+)
YDR524C	YDR524C@chrIV:1487541-1488990(-)
YER067C-A	YER067C-A@chrV:292239-292563(-)
YGR216C	YGR216C@chrVII:922632-924462(-)
snR11	snR11@chrXIII:652275-652532(+)
YLR037C	YLR037C@chrXII:222684-223059(-)
YNL337W	YNL337W@chrXIV:7164-7419(+)
YOR189W	YOR189W@chrXV:689623-689974(+)
YHL015W	YHL015W@chrVIII:75411-75777(+)
YLL031C	YLL031C@chrXII:77151-80205(-)
YER028C	YER028C@chrV:210691-211876(-)
YBR206W	YBR206W@chrII:634600-634924(+)
YFR015C	YFR015C@chrVI:174264-176391(-)
YBR095C	YBR095C@chrII:434405-435698(-)
YOL143C	YOL143C@chrXV:54594-55104(-)
YJL166W	YJL166W@chrX:106433-106718(+)
snR75	snR75@chrXIII:297918-298006(+)
YOL081W	YOL081W@chrXV:171069-180309(+)
YGR174C	YGR174C@chrVII:845892-846405(-)
YFL012W-A	YFL012W-A@chrVI:109809-110184(+)
YMR176W	YMR176W@chrXIII:611739-615975(+)
YPR113W	YPR113W@chrXVI:752256-752919(+)
YKL142W	YKL142W@chrXI:178514-179174(+)
YLR283W	YLR283W@chrXII:705185-706130(+)
YOR317W	YOR317W@chrXV:909342-911445(+)
YDL134C	YDL134C@chrIV:219661-220771(-)
YDR003W	YDR003W@chrIV:454121-454754(+)
YLR134W	YLR134W@chrXII:410722-412414(+)
YIL053W	YIL053W@chrIX:255114-255867(+)
YPL226W	YPL226W@chrXVI:121766-125357(+)
YMR098C	YMR098C@chrXIII:460770-462609(-)
YBR060C	YBR060C@chrII:360651-362514(-)
YOR008C-A	YOR008C-A@chrXV:342856-343081(-)
YNL067W-A	YNL067W-A@chrXIV:498537-498684(+)
YDL173W	YDL173W@chrIV:148190-149078(+)
YGR062C	YGR062C@chrVII:616327-617278(-)
YBR031W	YBR031W@chrII:300165-301254(+)
YBL040C	YBL040C@chrII:142111-142868(-)
YLR405W	YLR405W@chrXII:929788-930892(+)
YJR137C	YJR137C@chrX:678956-683285(-)
YNL145W	YNL145W@chrXIV:352413-352530(+)
YBL071C	YBL071C@chrII:90222-90531(-)
YOL012C	YOL012C@chrXV:303578-303983(-)
YGL198W	YGL198W@chrVII:123590-124298(+)
YML026C	YML026C@chrXIII:222986-223828(-)
YNL014W	YNL014W@chrXIV:606318-609453(+)
YML010W	YML010W@chrXIII:247676-250868(+)
YLR425W	YLR425W@chrXII:982893-986817(+)
YBL100W-B	YBL100W-B@chrII:29934-35248(+)
YBL082C	YBL082C@chrII:69750-71127(-)
YLR410W-A	YLR410W-A@chrXII:941482-942799(+)
YGL176C	YGL176C@chrVII:171414-173079(-)
YLR028C	YLR028C@chrXII:199539-201315(-)
YER088C	YER088C@chrV:333175-335188(-)
YNL183C	YNL183C@chrXIV:293136-295509(-)
YBR045C	YBR045C@chrII:328172-330092(-)
YKR104W	YKR104W@chrXI:656835-657756(+)
YOR073W-A	YOR073W-A@chrXV:467389-467623(+)
YKR095W-A	YKR095W-A@chrXI:625863-626205(+)
YDR215C	YDR215C@chrIV:894088-894502(-)
YMR013C-A	YMR013C-A@chrXIII:296470-296620(-)
YPL047W	YPL047W@chrXVI:465961-466261(+)
YNL235C	YNL235C@chrXIV:209547-209979(-)
YDR027C	YDR027C@chrIV:494648-497318(-)
YBL020W	YBL020W@chrII:182400-184125(+)
YKR045C	YKR045C@chrXI:523417-523969(-)
YDL093W	YDL093W@chrIV:289908-292140(+)
YNL199C	YNL199C@chrXIV:264925-266530(-)
YDR457W	YDR457W@chrIV:1369789-1379596(+)
YIL040W	YIL040W@chrIX:277722-278139(+)
YDL049C	YDL049C@chrIV:365067-365874(-)
YKL093W	YKL093W@chrXI:264788-265808(+)
YER181C	YER181C@chrV:551472-551796(-)
YHL043W	YHL043W@chrVIII:14900-15413(+)
YGR038C-B	YGR038C-B@chrVII:562198-567467(-)
YGR235C	YGR235C@chrVII:961359-962061(-)
YOL160W	YOL160W@chrXV:14312-14654(+)
YMR127C	YMR127C@chrXIII:522328-523345(-)
YGL226W	YGL226W@chrVII:73339-73711(+)
YNL276C	YNL276C@chrXIV:118430-118826(-)
YIL172C	YIL172C@chrIX:16783-18553(-)
YOR252W	YOR252W@chrXV:803666-804203(+)
snR56	snR56@chrII:88190-88277(+)
YDR068W	YDR068W@chrIV:583712-584645(+)
YHR117W	YHR117W@chrVIII:342348-344268(+)
YJL173C	YJL173C@chrX:96160-96529(-)
YLL024C	YLL024C@chrXII:95565-97485(-)
YDR313C	YDR313C@chrIV:1089218-1090079(-)
YDL231C	YDL231C@chrIV:38866-42244(-)
YKR069W	YKR069W@chrXI:571611-573393(+)
YDL121C	YDL121C@chrIV:245132-245582(-)
YKL043W	YKL043W@chrXI:356747-357848(+)
YER084W	YER084W@chrV:327064-327451(+)
YDL244W	YDL244W@chrIV:16203-17226(+)
YKR072C	YKR072C@chrXI:576434-578123(-)
YGR004W	YGR004W@chrVII:502937-504326(+)
YJL033W	YJL033W@chrX:383836-386149(+)
YHR114W	YHR114W@chrVIII:338082-339984(+)
YNL091W	YNL091W@chrXIV:452407-456130(+)
YIL021C-A	YIL021C-A@chrIX:313198-313468(-)
YBL029C-A	YBL029C-A@chrII:164487-164772(-)
YOR034C-A	YOR034C-A@chrXV:397425-397668(-)
YDR396W	YDR396W@chrIV:1266294-1266795(+)
YJR158W	YJR158W@chrX:732439-734143(+)
YCR060W	YCR060W@chrIII:224398-224734(+)
YOR363C	YOR363C@chrXV:1020221-1023212(-)
YMR125W	YMR125W@chrXIII:517538-520446(+)
YDL222C	YDL222C@chrIV:60871-61801(-)
YPL157W	YPL157W@chrXVI:254813-255761(+)
YOR213C	YOR213C@chrXV:744534-745281(-)
YNL049C	YNL049C@chrXIV:535280-537911(-)
YNL146W	YNL146W@chrXIV:351714-352017(+)
YBR007C	YBR007C@chrII:248805-251016(-)
YDR034C	YDR034C@chrIV:509736-512109(-)
YIR026C	YIR026C@chrIX:404872-405967(-)
YLR345W	YLR345W@chrXII:820510-822040(+)
YDR345C	YDR345C@chrIV:1162956-1164660(-)
YKR030W	YKR030W@chrXI:500281-501103(+)
YIR018C-A	YIR018C-A@chrIX:385563-385701(-)
YGR247W	YGR247W@chrVII:984965-985685(+)
YGL142C	YGL142C@chrVII:236268-238119(-)
YHR031C	YHR031C@chrVIII:170798-172970(-)
YIL082W	YIL082W@chrIX:205634-206507(+)
YBL004W	YBL004W@chrII:227635-235117(+)
YLR004C	YLR004C@chrXII:157933-159505(-)
YDL090C	YDL090C@chrIV:295033-296329(-)
YHR189W	YHR189W@chrVIII:484027-484600(+)
YBR128C	YBR128C@chrII:493080-494115(-)
YML063W	YML063W@chrXIII:146481-147249(+)
YLR231C	YLR231C@chrXII:605757-607119(-)
YJL214W	YJL214W@chrX:26886-28596(+)
YKL195W	YKL195W@chrXI:75820-77032(+)
YMR243C	YMR243C@chrXIII:754837-756166(-)
YGR225W	YGR225W@chrVII:945144-947019(+)
YOL085W-A	YOL085W-A@chrXV:161578-161791(+)
YIL142C-A	YIL142C-A@chrIX:83207-83540(-)
YJL052W	YJL052W@chrX:338270-339269(+)
YHR180W-A	YHR180W-A@chrVIII:466931-467114(+)
YMR004W	YMR004W@chrXIII:274016-275552(+)
YNL177C	YNL177C@chrXIV:303685-304615(-)
YDR540C	YDR540C@chrIV:1517135-1517675(-)
YJL022W	YJL022W@chrX:398108-398417(+)
YJR140W-A	YJR140W-A@chrX:690960-691110(+)
YLR318W	YLR318W@chrXII:766541-769196(+)
YDR303C	YDR303C@chrIV:1068728-1071386(-)
YPR118W	YPR118W@chrXVI:767751-768987(+)
YKL145W-A	YKL145W-A@chrXI:174957-175050(+)
YLR224W	YLR224W@chrXII:586463-587573(+)
YBL089W	YBL089W@chrII:49573-50953(+)
YLR328W	YLR328W@chrXII:784912-786118(+)
YNL085W	YNL085W@chrXIV:467130-469623(+)
YOR324C	YOR324C@chrXV:923231-925040(-)
YLL048C	YLL048C@chrXII:41279-46265(-)
YMR110C	YMR110C@chrXIII:490393-491992(-)
YLR234W	YLR234W@chrXII:609782-611753(+)
YHR043C	YHR043C@chrVIII:192804-193545(-)
YBL076C	YBL076C@chrII:81042-84261(-)
YER021W	YER021W@chrV:196947-198519(+)
YPL192C	YPL192C@chrXVI:182654-183056(-)
YBR030W	YBR030W@chrII:298291-299950(+)
YNL038W	YNL038W@chrXIV:557019-557783(+)
YLR036C	YLR036C@chrXII:221520-222132(-)
YJR161C	YJR161C@chrX:742847-743999(-)
YAL033W	YAL033W@chrI:82705-83227(+)
YLR126C	YLR126C@chrXII:394764-395520(-)
YOR206W	YOR206W@chrXV:727511-729644(+)
YNR064C	YNR064C@chrXIV:749135-750008(-)
snR4	snR4@chrV:424698-424883(+)
YJL077W-B	YJL077W-B@chrX:294046-294145(+)
YOR035C	YOR035C@chrXV:397734-400104(-)
YOR055W	YOR055W@chrXV:429477-429912(+)
YKL173W	YKL173W@chrXI:122516-125543(+)
YAR033W	YAR033W@chrI:188106-188811(+)
YLR307W	YLR307W@chrXII:745619-746525(+)
YOR186W	YOR186W@chrXV:683110-683545(+)
YLR258W	YLR258W@chrXII:660715-662833(+)
YDR336W	YDR336W@chrIV:1145091-1146036(+)
YPL175W	YPL175W@chrXVI:218629-220088(+)
YKL072W	YKL072W@chrXI:299581-301882(+)
YDR235W	YDR235W@chrIV:933503-935138(+)
YIL016W	YIL016W@chrIX:321453-321933(+)
YJL036W	YJL036W@chrX:378824-380096(+)
YLL060C	YLL060C@chrXII:21137-21839(-)
YLR242C	YLR242C@chrXII:622917-623883(-)
YJR155W	YJR155W@chrX:727404-728271(+)
YGL202W	YGL202W@chrVII:116058-117561(+)
YER018C	YER018C@chrV:191958-192624(-)
YBR238C	YBR238C@chrII:695106-697302(-)
YOR361C	YOR361C@chrXV:1015360-1017652(-)
YFL016C	YFL016C@chrVI:104700-106236(-)
YIL029C	YIL029C@chrIX:300828-301257(-)
YER177W	YER177W@chrV:545610-546414(+)
YGL164C	YGL164C@chrVII:191977-193300(-)
YHL028W	YHL028W@chrVIII:48762-50580(+)
YHR022C	YHR022C@chrVIII:149574-150345(-)
YLR298C	YLR298C@chrXII:724720-725416(-)
YCR008W	YCR008W@chrIII:128469-130281(+)
YPL263C	YPL263C@chrXVI:44550-46506(-)
YBR175W	YBR175W@chrII:582407-583355(+)
RNA170	RNA170@chrXIII:667288-667456(-)
YPL205C	YPL205C@chrXVI:163921-164266(-)
YNL288W	YNL288W@chrXIV:90302-91424(+)
YIL104C	YIL104C@chrIX:169981-171505(-)
YER142C	YER142C@chrV:455145-456036(-)
YBR012W-A	YBR012W-A@chrII:259868-261191(+)
YLR097C	YLR097C@chrXII:336230-337265(-)
YLR050C	YLR050C@chrXII:245586-246072(-)
YKR086W	YKR086W@chrXI:599856-603072(+)
YJR030C	YJR030C@chrX:483958-486196(-)
YGR271C-A	YGR271C-A@chrVII:1037799-1038501(-)
YPR108W-A	YPR108W-A@chrXVI:744174-744387(+)
YLR209C	YLR209C@chrXII:560796-561732(-)
YJL093C	YJL093C@chrX:254736-256812(-)
YOR350C	YOR350C@chrXV:992863-994855(-)
YFR044C	YFR044C@chrVI:239991-241437(-)
snR60	snR60@chrX:349130-349233(-)
YDR351W	YDR351W@chrIV:1178665-1181260(+)
YKR071C	YKR071C@chrXI:574933-575980(-)
YDR331W	YDR331W@chrIV:1129587-1130823(+)
YLR009W	YLR009W@chrXII:166536-167136(+)
YLR016C	YLR016C@chrXII:176801-177416(-)
YKL095W	YKL095W@chrXI:262276-263113(+)
YNL124W	YNL124W@chrXIV:392891-394370(+)
YNL047C	YNL047C@chrXIV:539910-541881(-)
YIR017W-A	YIR017W-A@chrIX:383565-384165(+)
YIR023C-A	YIR023C-A@chrIX:402382-402706(-)
YKL017C	YKL017C@chrXI:405189-407241(-)
YDR178W	YDR178W@chrIV:817949-818495(+)
YMR025W	YMR025W@chrXIII:323299-324187(+)
YER109C	YER109C@chrV:375214-377614(-)
snR63	snR63@chrIV:323217-323471(-)
YNL138W	YNL138W@chrXIV:366740-368321(+)
YPR069C	YPR069C@chrXVI:684555-685437(-)
YGR108W	YGR108W@chrVII:703635-705051(+)
YBR108W	YBR108W@chrII:454821-457665(+)
YGL074C	YGL074C@chrVII:368595-368922(-)
YNL118C	YNL118C@chrXIV:402651-405564(-)
YBR131W	YBR131W@chrII:497162-499277(+)
YHR125W	YHR125W@chrVIII:358857-359163(+)
YJR127C	YJR127C@chrX:658916-663059(-)
YFR057W	YFR057W@chrVI:269060-269516(+)
YPL115C	YPL115C@chrXVI:332099-335486(-)
YJL140W	YJL140W@chrX:150960-151626(+)
YLR239C	YLR239C@chrXII:616331-617318(-)
YMR164C	YMR164C@chrXIII:587273-589550(-)
YNL273W	YNL273W@chrXIV:122882-126599(+)
YNL311C	YNL311C@chrXIV:49396-51688(-)
YPL072W	YPL072W@chrXVI:418511-420011(+)
YFR031C	YFR031C@chrVI:216593-220106(-)
snR17b	snR17b@chrXVI:281056-281373(-)
YDR240C	YDR240C@chrIV:943673-945152(-)
YBR110W	YBR110W@chrII:458871-460221(+)
YER078W-A	YER078W-A@chrV:318645-318810(+)
YDL215C	YDL215C@chrIV:70639-73918(-)
YGL221C	YGL221C@chrVII:81425-82292(-)
YER173W	YER173W@chrV:536299-538279(+)
YLR025W	YLR025W@chrXII:194451-195174(+)
YFL048C	YFL048C@chrVI:38842-40180(-)
YJR095W	YJR095W@chrX:609772-610741(+)
YDR470C	YDR470C@chrIV:1399705-1401214(-)
YOL159C-A	YOL159C-A@chrXV:15232-15505(-)
YJL042W	YJL042W@chrX:361248-365445(+)
YMR307C-A	YMR307C-A@chrXIII:887730-887925(-)
YOL078W	YOL078W@chrXV:181681-185212(+)
YDR522C	YDR522C@chrIV:1483794-1485303(-)
YNL039W	YNL039W@chrXIV:555047-556832(+)
YLR181C	YLR181C@chrXII:516677-517670(-)
YGL031C	YGL031C@chrVII:437466-437934(-)
YJL087C	YJL087C@chrX:270001-272485(-)
YDR376W	YDR376W@chrIV:1226821-1228303(+)
YNL272C	YNL272C@chrXIV:126804-129084(-)
YKR043C	YKR043C@chrXI:520896-521712(-)
YMR220W	YMR220W@chrXIII:712315-713671(+)
YJR103W	YJR103W@chrX:620753-622490(+)
YJR032W	YJR032W@chrX:491080-492262(+)
YGL121C	YGL121C@chrVII:280776-281157(-)
YOR311C	YOR311C@chrXV:899055-899928(-)
YOR270C	YOR270C@chrXV:828051-830574(-)
YCL048W-A	YCL048W-A@chrIII:41487-41727(+)
YEL003W	YEL003W@chrV:148175-148599(+)
YLR109W	YLR109W@chrXII:368780-369311(+)
YLR228C	YLR228C@chrXII:600018-602463(-)
YER115C	YER115C@chrV:394291-394867(-)
YER149C	YER149C@chrV:466207-467470(-)
YLR285W	YLR285W@chrXII:707359-708145(+)
YOR321W	YOR321W@chrXV:916029-918291(+)
YGR248W	YGR248W@chrVII:985971-986739(+)
YLR324W	YLR324W@chrXII:779214-780786(+)
YDR536W	YDR536W@chrIV:1508004-1509714(+)
YFR005C	YFR005C@chrVI:154526-155873(-)
YNR044W	YNR044W@chrXIV:703698-705876(+)
YCR004C	YCR004C@chrIII:119574-120318(-)
YBR191W	YBR191W@chrII:606269-607140(+)
YJR041C	YJR041C@chrX:510238-513763(-)
YDR289C	YDR289C@chrIV:1038279-1039509(-)
YDR051C	YDR051C@chrIV:557055-558060(-)
YLR020C	YLR020C@chrXII:181788-183405(-)
YPL102C	YPL102C@chrXVI:360002-360305(-)
YBR067C	YBR067C@chrII:372102-372735(-)
YNL139C	YNL139C@chrXIV:360923-365717(-)
YFL036W	YFL036W@chrVI:58781-62837(+)
YCL066W	YCL066W@chrIII:13281-13809(+)
YGR156W	YGR156W@chrVII:800545-801823(+)
YGL140C	YGL140C@chrVII:241352-245012(-)
YPR145C-A	YPR145C-A@chrXVI:824689-824926(-)
YNL243W	YNL243W@chrXIV:188050-190957(+)
YMR283C	YMR283C@chrXIII:835325-836867(-)
YOR188W	YOR188W@chrXV:685766-689180(+)
YKL104C	YKL104C@chrXI:243219-245373(-)
YPR177C	YPR177C@chrXVI:892312-892684(-)
YGR209C	YGR209C@chrVII:912912-913227(-)
YIL068C	YIL068C@chrIX:233056-235474(-)
YIL101C	YIL101C@chrIX:175306-177250(-)
YOR132W	YOR132W@chrXV:573174-574830(+)
YBR117C	YBR117C@chrII:474391-476437(-)
YLR439W	YLR439W@chrXII:1014490-1015450(+)
YDR543C	YDR543C@chrIV:1524633-1524933(-)
YPL257W-A	YPL257W-A@chrXVI:56747-58070(+)
YPR197C	YPR197C@chrXVI:933897-934461(-)
YDR538W	YDR538W@chrIV:1510901-1511630(+)
YCR038W-A	YCR038W-A@chrIII:199292-199418(+)
YDL133W	YDL133W@chrIV:222426-223740(+)
YJR080C	YJR080C@chrX:580431-581616(-)
YDR544C	YDR544C@chrIV:1525094-1525523(-)
YDL111C	YDL111C@chrIV:263312-264110(-)
YGR186W	YGR186W@chrVII:867773-869981(+)
YOR360C	YOR360C@chrXV:1013240-1014821(-)
YDR146C	YDR146C@chrIV:748612-750742(-)
YJR014W	YJR014W@chrX:461828-462425(+)
YBL071C-B	YBL071C-B@chrII:89457-89556(-)
YAL020C	YAL020C@chrI:113613-114615(-)
YDL140C	YDL140C@chrIV:205359-210561(-)
YER129W	YER129W@chrV:417280-420709(+)
YOR257W	YOR257W@chrXV:811007-811493(+)
YOR058C	YOR058C@chrXV:433687-436345(-)
YDR454C	YDR454C@chrIV:1366263-1366827(-)
YJL128C	YJL128C@chrX:178096-180103(-)
YLR379W	YLR379W@chrXII:876921-877296(+)
YMR161W	YMR161W@chrXIII:577717-578392(+)
YBL059C-A	YBL059C-A@chrII:110124-110539(-)
YDL116W	YDL116W@chrIV:251565-253746(+)
YDL185W	YDL185W@chrIV:126786-130002(+)
YNL097C	YNL097C@chrXIV:441365-442358(-)
YHR091C	YHR091C@chrVIII:284838-286770(-)
YDR472W	YDR472W@chrIV:1403321-1404173(+)
YJL059W	YJL059W@chrX:324963-326190(+)
YMR257C	YMR257C@chrXIII:779628-782031(-)
YPL138C	YPL138C@chrXVI:291365-292427(-)
YLL050C	YLL050C@chrXII:39803-40414(-)
YGL185C	YGL185C@chrVII:153166-154306(-)
YGR093W	YGR093W@chrVII:670387-671911(+)
YNL208W	YNL208W@chrXIV:254417-255017(+)
YMR013C	YMR013C@chrXIII:295178-296738(-)
snR7-L	snR7-L@chrVII:939459-939672(-)
YIL154C	YIL154C@chrIX:53980-55021(-)
YOR168W	YOR168W@chrXV:649302-651732(+)
YGL051W	YGL051W@chrVII:403686-404391(+)
ITS1-1	ITS1-1@chrXII:455572-455932(-)
YJL205C	YJL205C@chrX:50138-50443(-)
YDR314C	YDR314C@chrIV:1090432-1092511(-)
YHR026W	YHR026W@chrVIII:160843-161485(+)
YDR108W	YDR108W@chrIV:671268-673365(+)
YDR119W	YDR119W@chrIV:688226-690533(+)
YGL071W	YGL071W@chrVII:372011-374084(+)
YOR316C	YOR316C@chrXV:906235-907555(-)
YBR042C	YBR042C@chrII:320415-321609(-)
YNR043W	YNR043W@chrXIV:701894-703085(+)
YJR062C	YJR062C@chrX:553475-554849(-)
YLR102C	YLR102C@chrXII:342969-343767(-)
YCR048W	YCR048W@chrIII:211928-213761(+)
YLR152C	YLR152C@chrXII:442957-444688(-)
YDL084W	YDL084W@chrIV:305236-306577(+)
YLR019W	YLR019W@chrXII:180287-181481(+)
YNL316C	YNL316C@chrXIV:42070-43075(-)
YPR201W	YPR201W@chrXVI:939921-941136(+)
YDR324C	YDR324C@chrIV:1114432-1116763(-)
YNL084C	YNL084C@chrXIV:470052-471102(-)
YLR449W	YLR449W@chrXII:1030833-1032012(+)
YHR213W-A	YHR213W-A@chrVIII:540548-540782(+)
YGL063C-A	YGL063C-A@chrVII:384501-384651(-)
YDL130W-A	YDL130W-A@chrIV:229170-229431(+)
YBR126W-B	YBR126W-B@chrII:490926-491070(+)
YNL006W	YNL006W@chrXIV:620066-620978(+)
YPL210C	YPL210C@chrXVI:154289-156212(-)
YDL095W	YDL095W@chrIV:287058-289512(+)
YBL055C	YBL055C@chrII:115572-116829(-)
YDR097C	YDR097C@chrIV:640108-643837(-)
YMR131C	YMR131C@chrXIII:533162-534698(-)
YPL183W-A	YPL183W-A@chrXVI:199094-199376(+)
YOR301W	YOR301W@chrXV:880964-882272(+)
YBR090C	YBR090C@chrII:426332-427058(-)
YLR365W	YLR365W@chrXII:855198-855531(+)
YJR043C	YJR043C@chrX:516460-517513(-)
YDR236C	YDR236C@chrIV:935235-935892(-)
YOR182C	YOR182C@chrXV:678190-678793(-)
YOR239W	YOR239W@chrXV:784856-786744(+)
