YIL046W-A	YIL046W-A@chrIX:268116(+)
YGR231C	YGR231C@chrVII:953569(-)
YOR386W	YOR386W@chrXV:1066825(+)
YPL266W	YPL266W@chrXVI:39074(+)
YEL006W	YEL006W@chrV:144270(+)
YPR167C	YPR167C@chrXVI:877670(-)
YHR075C	YHR075C@chrVIII:249692(-)
YNL043C	YNL043C@chrXIV:546035(-)
YFL039C	YFL039C@chrVI:54816(-)
YER007C-A	YER007C-A@chrV:166917(-)
YMR185W	YMR185W@chrXIII:629003(+)
YEL073C	YEL073C@chrV:7566(-)
YBR017C	YBR017C@chrII:273765(-)
YAL044C	YAL044C@chrI:58471(-)
YMR205C	YMR205C@chrXIII:674821(-)
YBR138C	YBR138C@chrII:515366(-)
YNR032W	YNR032W@chrXIV:685905(+)
YKR075C	YKR075C@chrXI:580781(-)
YOR181W	YOR181W@chrXV:675874(+)
YKL087C	YKL087C@chrXI:277962(-)
YIL067C	YIL067C@chrIX:237819(-)
YER070W	YER070W@chrV:298911(+)
YLR053C	YLR053C@chrXII:248448(-)
YPR103W	YPR103W@chrXVI:732281(+)
YDR258C	YDR258C@chrIV:974272(-)
YER004W	YER004W@chrV:159572(+)
YJL001W	YJL001W@chrX:435126(+)
YDR331W	YDR331W@chrIV:1129567(+)
YEL001C	YEL001C@chrV:151017(-)
YFL004W	YFL004W@chrVI:131720(+)
YNL265C	YNL265C@chrXIV:145302(-)
YOL044W	YOL044W@chrXV:247086(+)
YDR532C	YDR532C@chrIV:1500586(-)
YPL066W	YPL066W@chrXVI:426063(+)
YGL169W	YGL169W@chrVII:186000(+)
YNL313C	YNL313C@chrXIV:48037(-)
YLR242C	YLR242C@chrXII:623986(-)
YLR088W	YLR088W@chrXII:316075(+)
YBR222C	YBR222C@chrII:668391(-)
YMR316W	YMR316W@chrXIII:904761(+)
YIL166C	YIL166C@chrIX:32982(-)
YBR111W-A	YBR111W-A@chrII:462098(+)
YOR378W	YOR378W@chrXV:1049389(+)
YER049W	YER049W@chrV:251646(+)
YPR183W	YPR183W@chrXVI:900718(+)
YLR023C	YLR023C@chrXII:187251(-)
YER148W	YER148W@chrV:465110(+)
YNL325C	YNL325C@chrXIV:31403(-)
YGR238C	YGR238C@chrVII:968695(-)
YBR066C	YBR066C@chrII:370782(-)
YGR086C	YGR086C@chrVII:650698(-)
YGL166W	YGL166W@chrVII:191108(+)
YER079W	YER079W@chrV:318843(+)
YGR235C	YGR235C@chrVII:962116(-)
YAR003W	YAR003W@chrI:154920(+)
YHR061C	YHR061C@chrVIII:222504(-)
YLR397C	YLR397C@chrXII:914924(-)
YCR091W	YCR091W@chrIII:274345(+)
YPR065W	YPR065W@chrXVI:679621(+)
YBR287W	YBR287W@chrII:776538(+)
YLR125W	YLR125W@chrXII:393472(+)
YHR157W	YHR157W@chrVIII:412885(+)
YER087W	YER087W@chrV:330538(+)
YOR390W	YOR390W@chrXV:1076718(+)
YPR158W	YPR158W@chrXVI:843195(+)
YHR087W	YHR087W@chrVIII:280745(+)
YOL068C	YOL068C@chrXV:201881(-)
YMR058W	YMR058W@chrXIII:388767(+)
YLR002C	YLR002C@chrXII:156384(-)
YPR157W	YPR157W@chrXVI:841215(+)
YBR269C	YBR269C@chrII:742597(-)
YBR201W	YBR201W@chrII:623440(+)
YER006W	YER006W@chrV:162684(+)
YBR078W	YBR078W@chrII:392947(+)
YOR370C	YOR370C@chrXV:1031334(-)
YLR015W	YLR015W@chrXII:175174(+)
YCR036W	YCR036W@chrIII:193293(+)
YDR284C	YDR284C@chrIV:1031700(-)
YHR011W	YHR011W@chrVIII:127764(+)
YMR274C	YMR274C@chrXIII:815358(-)
YKR028W	YKR028W@chrXI:493882(+)
YDR248C	YDR248C@chrIV:958405(-)
YER045C	YER045C@chrV:241741(-)
YDL203C	YDL203C@chrIV:98130(-)
YMR281W	YMR281W@chrXIII:832265(+)
YIR009W	YIR009W@chrIX:374447(+)
YBR256C	YBR256C@chrII:728110(-)
YPL264C	YPL264C@chrXVI:44362(-)
YOR026W	YOR026W@chrXV:379756(+)
YPL132W	YPL132W@chrXVI:301566(+)
YJL155C	YJL155C@chrX:130771(-)
YFL041W	YFL041W@chrVI:49117(+)
YGR214W	YGR214W@chrVII:920556(+)
YNR032C-A	YNR032C-A@chrXIV:687496(-)
YBR198C	YBR198C@chrII:618601(-)
YJL062W-A	YJL062W-A@chrX:316700(+)
YER105C	YER105C@chrV:372032(-)
YDL092W	YDL092W@chrIV:292758(+)
YDR075W	YDR075W@chrIV:596982(+)
YOR294W	YOR294W@chrXV:868294(+)
YDR026C	YDR026C@chrIV:494411(-)
YAL054C	YAL054C@chrI:45073(-)
YHR005C-A	YHR005C-A@chrVIII:115935(-)
YBR183W	YBR183W@chrII:596018(+)
YBR236C	YBR236C@chrII:691731(-)
YJL034W	YJL034W@chrX:381289(+)
YMR239C	YMR239C@chrXIII:749727(-)
YAR042W	YAR042W@chrI:192583(+)
YKL018W	YKL018W@chrXI:404072(+)
YMR080C	YMR080C@chrXIII:429697(-)
YDR379C-A	YDR379C-A@chrIV:1233539(-)
YDR103W	YDR103W@chrIV:657739(+)
YPL086C	YPL086C@chrXVI:386475(-)
YGR156W	YGR156W@chrVII:800412(+)
YHR074W	YHR074W@chrVIII:246127(+)
YPR133W-A	YPR133W-A@chrXVI:797528(+)
YLR359W	YLR359W@chrXII:844175(+)
YGL047W	YGL047W@chrVII:411465(+)
YLR135W	YLR135W@chrXII:413217(+)
YLR117C	YLR117C@chrXII:384546(-)
YJL208C	YJL208C@chrX:41241(-)
YLR219W	YLR219W@chrXII:573956(+)
YLR417W	YLR417W@chrXII:954923(+)
YJR035W	YJR035W@chrX:497344(+)
YOR159C	YOR159C@chrXV:633610(-)
YER063W	YER063W@chrV:281649(+)
YGR256W	YGR256W@chrVII:1004568(+)
YOR152C	YOR152C@chrXV:618452(-)
YGL185C	YGL185C@chrVII:154315(-)
YER122C	YER122C@chrV:404433(-)
YER177W	YER177W@chrV:545568(+)
YOR344C	YOR344C@chrXV:978201(-)
YDR213W	YDR213W@chrIV:889537(+)
YKL073W	YKL073W@chrXI:296391(+)
YGL130W	YGL130W@chrVII:266099(+)
YLR095C	YLR095C@chrXII:332144(-)
YMR003W	YMR003W@chrXIII:273077(+)
YDL075W	YDL075W@chrIV:322195(+)
YNL037C	YNL037C@chrXIV:559107(-)
YIL008W	YIL008W@chrIX:342490(+)
YBL091C	YBL091C@chrII:48650(-)
YJR098C	YJR098C@chrX:615220(-)
YGR014W	YGR014W@chrVII:516668(+)
YKL082C	YKL082C@chrXI:282379(-)
YLR372W	YLR372W@chrXII:867210(+)
YER120W	YER120W@chrV:401101(+)
YPL255W	YPL255W@chrXVI:67673(+)
YDL233W	YDL233W@chrIV:36775(+)
YKR096W	YKR096W@chrXI:626546(+)
YFL023W	YFL023W@chrVI:90979(+)
YNL186W	YNL186W@chrXIV:289345(+)
YDR379W	YDR379W@chrIV:1230091(+)
YGL026C	YGL026C@chrVII:448553(-)
YBR297W	YBR297W@chrII:800484(+)
YIL117C	YIL117C@chrIX:141635(-)
YGR037C	YGR037C@chrVII:560038(-)
YJL167W	YJL167W@chrX:104958(+)
YPL224C	YPL224C@chrXVI:128088(-)
YJL101C	YJL101C@chrX:236507(-)
YGL063W	YGL063W@chrVII:383460(+)
YKL033W-A	YKL033W-A@chrXI:374429(+)
YLR315W	YLR315W@chrXII:764754(+)
YLL039C	YLL039C@chrXII:65304(-)
YBL006C	YBL006C@chrII:217137(-)
YDL208W	YDL208W@chrIV:87475(+)
YPR088C	YPR088C@chrXVI:713051(-)
YFR055W	YFR055W@chrVI:264088(+)
YHR149C	YHR149C@chrVIII:396805(-)
YKL096W	YKL096W@chrXI:261085(+)
YGR043C	YGR043C@chrVII:581469(-)
YDR358W	YDR358W@chrIV:1190007(+)
YBR234C	YBR234C@chrII:686638(-)
YJL078C	YJL078C@chrX:294054(-)
YFL021W	YFL021W@chrVI:95928(+)
YKL134C	YKL134C@chrXI:191494(-)
YDL091C	YDL091C@chrIV:294847(-)
YDR228C	YDR228C@chrIV:923883(-)
YIL127C	YIL127C@chrIX:117668(-)
YEL005C	YEL005C@chrV:146795(-)
YOR229W	YOR229W@chrXV:768321(+)
YMR121C	YMR121C@chrXIII:510383(-)
YPL184C	YPL184C@chrXVI:198460(-)
YPL233W	YPL233W@chrXVI:106142(+)
YIL150C	YIL150C@chrIX:62759(-)
YPL170W	YPL170W@chrXVI:228257(+)
YHR073C-B	YHR073C-B@chrVIII:245940(-)
YER046W	YER046W@chrV:243137(+)
YLR449W	YLR449W@chrXII:1030795(+)
YLL002W	YLL002W@chrXII:146267(+)
YEL028W	YEL028W@chrV:98074(+)
YBL091C-A	YBL091C-A@chrII:47186(-)
YGR218W	YGR218W@chrVII:932242(+)
YBL010C	YBL010C@chrII:206969(-)
YNL041C	YNL041C@chrXIV:552042(-)
YPL269W	YPL269W@chrXVI:33001(+)
YNR043W	YNR043W@chrXIV:701875(+)
YLR404W	YLR404W@chrXII:928706(+)
YCR073W-A	YCR073W-A@chrIII:246945(+)
YNR011C	YNR011C@chrXIV:646960(-)
YDR458C	YDR458C@chrIV:1382080(-)
YLR328W	YLR328W@chrXII:784702(+)
YIL109C	YIL109C@chrIX:160252(-)
YKL176C	YKL176C@chrXI:118332(-)
YLR056W	YLR056W@chrXII:253792(+)
YNR018W	YNR018W@chrXIV:664220(+)
YMR210W	YMR210W@chrXIII:687493(+)
YBR002C	YBR002C@chrII:242593(-)
YHR159W	YHR159W@chrVIII:417474(+)
YDR059C	YDR059C@chrIV:569816(-)
YBR014C	YBR014C@chrII:267354(-)
YEL051W	YEL051W@chrV:58331(+)
YML088W	YML088W@chrXIII:92203(+)
YOR033C	YOR033C@chrXV:394652(-)
YDR169C	YDR169C@chrIV:794255(-)
YDL175C	YDL175C@chrIV:145545(-)
YOL125W	YOL125W@chrXV:83779(+)
YKL190W	YKL190W@chrXI:82901(+)
YHR198C	YHR198C@chrVIII:497280(-)
YMR063W	YMR063W@chrXIII:397014(+)
YHR062C	YHR062C@chrVIII:223792(-)
YGL012W	YGL012W@chrVII:472814(+)
YKL072W	YKL072W@chrXI:299344(+)
YPL164C	YPL164C@chrXVI:241548(-)
YIL033C	YIL033C@chrIX:291777(-)
YMR036C	YMR036C@chrXIII:343562(-)
YGR278W	YGR278W@chrVII:1046721(+)
YAL020C	YAL020C@chrI:114637(-)
YDR164C	YDR164C@chrIV:784257(-)
YJL170C	YJL170C@chrX:101887(-)
YAL025C	YAL025C@chrI:101168(-)
YLR167W	YLR167W@chrXII:498890(+)
YOR207C	YOR207C@chrXV:733496(-)
YIL119C	YIL119C@chrIX:138078(-)
YFR010W	YFR010W@chrVI:164985(+)
YOR136W	YOR136W@chrXV:580142(+)
YPR101W	YPR101W@chrXVI:730467(+)
YDR047W	YDR047W@chrIV:551736(+)
YMR180C	YMR180C@chrXIII:623254(-)
YDL002C	YDL002C@chrIV:447663(-)
YJR011C	YJR011C@chrX:459471(-)
YPL002C	YPL002C@chrXVI:554347(-)
YGL110C	YGL110C@chrVII:303418(-)
YGR104C	YGR104C@chrVII:698398(-)
YBL099W	YBL099W@chrII:36733(+)
YDR021W	YDR021W@chrIV:486697(+)
YER085C	YER085C@chrV:328174(-)
YNL274C	YNL274C@chrXIV:122237(-)
YPR089W	YPR089W@chrXVI:713236(+)
YOR303W	YOR303W@chrXV:882893(+)
YDR434W	YDR434W@chrIV:1331141(+)
YJL079C	YJL079C@chrX:290938(-)
YDR369C	YDR369C@chrIV:1217616(-)
YER124C	YER124C@chrV:409103(-)
YDR540C	YDR540C@chrIV:1517797(-)
YMR258C	YMR258C@chrXIII:784320(-)
YJR121W	YJR121W@chrX:647516(+)
YPR141C	YPR141C@chrXVI:818096(-)
YHR162W	YHR162W@chrVIII:422895(+)
YMR200W	YMR200W@chrXIII:664631(+)
YLL001W	YLL001W@chrXII:147827(+)
YGL018C	YGL018C@chrVII:459699(-)
YIL121W	YIL121W@chrIX:132240(+)
YKR017C	YKR017C@chrXI:473456(-)
YGL090W	YGL090W@chrVII:343287(+)
YLR194C	YLR194C@chrXII:541593(-)
YGR134W	YGR134W@chrVII:757620(+)
YKR082W	YKR082W@chrXI:592777(+)
YKL159C	YKL159C@chrXI:154501(-)
YER115C	YER115C@chrV:395084(-)
YLR010C	YLR010C@chrXII:167813(-)
YOR259C	YOR259C@chrXV:813733(-)
YMR072W	YMR072W@chrXIII:411547(+)
YDR309C	YDR309C@chrIV:1080249(-)
YDR440W	YDR440W@chrIV:1342406(+)
YGR085C	YGR085C@chrVII:648930(-)
YDR129C	YDR129C@chrIV:715428(-)
YBR171W	YBR171W@chrII:578338(+)
YML006C	YML006C@chrXIII:258570(-)
YDR012W	YDR012W@chrIV:471821(+)
YFR029W	YFR029W@chrVI:210873(+)
YJR148W	YJR148W@chrX:705687(+)
YJL125C	YJL125C@chrX:186718(-)
YPR060C	YPR060C@chrXVI:675690(-)
YHR190W	YHR190W@chrVIII:484796(+)
YDR119W-A	YDR119W-A@chrIV:690970(+)
YML068W	YML068W@chrXIII:137474(+)
YJL081C	YJL081C@chrX:285284(-)
YDR236C	YDR236C@chrIV:935917(-)
YBR229C	YBR229C@chrII:679230(-)
YAL047C	YAL047C@chrI:56886(-)
YNL237W	YNL237W@chrXIV:205141(+)
YMR123W	YMR123W@chrXIII:513565(+)
YHR009C	YHR009C@chrVIII:125915(-)
YJR095W	YJR095W@chrX:609676(+)
YOR347C	YOR347C@chrXV:986478(-)
YNL160W	YNL160W@chrXIV:336490(+)
YGL112C	YGL112C@chrVII:299764(-)
YER065C	YER065C@chrV:287182(-)
YKL165C	YKL165C@chrXI:140748(-)
YDR090C	YDR090C@chrIV:626112(-)
YFR025C	YFR025C@chrVI:204774(-)
YJR067C	YJR067C@chrX:567450(-)
YOR285W	YOR285W@chrXV:849629(+)
YMR078C	YMR078C@chrXIII:424741(-)
YDL070W	YDL070W@chrIV:331001(+)
YGL199C	YGL199C@chrVII:124260(-)
YBR035C	YBR035C@chrII:306985(-)
YOL151W	YOL151W@chrXV:43677(+)
YDR276C	YDR276C@chrIV:1013684(-)
YBL103C	YBL103C@chrII:23802(-)
YGR201C	YGR201C@chrVII:903201(-)
YOR320C	YOR320C@chrXV:915211(-)
YKL015W	YKL015W@chrXI:408446(+)
YDL022W	YDL022W@chrIV:411760(+)
YHR003C	YHR003C@chrVIII:111328(-)
YBR123C	YBR123C@chrII:486754(-)
YLR036C	YLR036C@chrXII:222180(-)
YGR171C	YGR171C@chrVII:842574(-)
YEL065W	YEL065W@chrV:27626(+)
YAL016W	YAL016W@chrI:124782(+)
YJR073C	YJR073C@chrX:572959(-)
YML062C	YML062C@chrXIII:148715(-)
YOR085W	YOR085W@chrXV:481973(+)
YOL033W	YOL033W@chrXV:263417(+)
YNL307C	YNL307C@chrXIV:57736(-)
YLR229C	YLR229C@chrXII:604996(-)
YKR043C	YKR043C@chrXI:521732(-)
YML031W	YML031W@chrXIII:214147(+)
YOL064C	YOL064C@chrXV:207208(-)
YGL227W	YGL227W@chrVII:69634(+)
YAL038W	YAL038W@chrI:71759(+)
YOR138C	YOR138C@chrXV:586394(-)
YPR190C	YPR190C@chrXVI:919071(-)
YGR178C	YGR178C@chrVII:853428(-)
YHR140W	YHR140W@chrVIII:380556(+)
YLL056C	YLL056C@chrXII:29513(-)
YGR091W	YGR091W@chrVII:666272(+)
YDR260C	YDR260C@chrIV:977269(-)
YKL162C	YKL162C@chrXI:148947(-)
YIL053W	YIL053W@chrIX:255087(+)
YMR237W	YMR237W@chrXIII:743678(+)
YER026C	YER026C@chrV:208505(-)
YNL147W	YNL147W@chrXIV:350859(+)
YLR134W	YLR134W@chrXII:410680(+)
YDR389W	YDR389W@chrIV:1252015(+)
YMR042W	YMR042W@chrXIII:352586(+)
YJL175W	YJL175W@chrX:91838(+)
YLR228C	YLR228C@chrXII:602666(-)
YKL127W	YKL127W@chrXI:203516(+)
YHR106W	YHR106W@chrVIII:325597(+)
YPR188C	YPR188C@chrXVI:912501(-)
YKR100C	YKR100C@chrXI:640319(-)
YML081W	YML081W@chrXIII:104634(+)
YDL224C	YDL224C@chrIV:56710(-)
YHR066W	YHR066W@chrVIII:229312(+)
YOL103W	YOL103W@chrXV:123837(+)
YOL010W	YOL010W@chrXV:307883(+)
YJR003C	YJR003C@chrX:442575(-)
YGL014W	YGL014W@chrVII:465732(+)
YBR026C	YBR026C@chrII:294022(-)
YHL010C	YHL010C@chrVIII:83774(-)
YDL086C-A	YDL086C-A@chrIV:302218(-)
YHR033W	YHR033W@chrVIII:175533(+)
YIL051C	YIL051C@chrIX:258309(-)
YOR154W	YOR154W@chrXV:624679(+)
YNL320W	YNL320W@chrXIV:37635(+)
YJR010C-A	YJR010C-A@chrX:458391(-)
YML022W	YML022W@chrXIII:228915(+)
YDR070C	YDR070C@chrIV:588439(-)
YIL116W	YIL116W@chrIX:142894(+)
YHR132C	YHR132C@chrVIII:369836(-)
YGR127W	YGR127W@chrVII:746732(+)
YNL255C	YNL255C@chrXIV:167817(-)
YGL022W	YGL022W@chrVII:452339(+)
YGR102C	YGR102C@chrVII:695149(-)
YDL170W	YDL170W@chrIV:156318(+)
YIR004W	YIR004W@chrIX:363210(+)
YOL012C	YOL012C@chrXV:304090(-)
YGR057C	YGR057C@chrVII:605574(-)
YPL067C	YPL067C@chrXVI:425904(-)
YJR001W	YJR001W@chrX:436730(+)
YER048C	YER048C@chrV:248233(-)
YCR021C	YCR021C@chrIII:157220(-)
YOL142W	YOL142W@chrXV:55545(+)
YFR003C	YFR003C@chrVI:153171(-)
YOR212W	YOR212W@chrXV:742654(+)
YPL146C	YPL146C@chrXVI:277565(-)
YGL143C	YGL143C@chrVII:235989(-)
YCL016C	YCL016C@chrIII:95792(-)
YBR005W	YBR005W@chrII:245883(+)
YNL180C	YNL180C@chrXIV:300656(-)
YNL051W	YNL051W@chrXIV:532659(+)
YDR352W	YDR352W@chrIV:1181613(+)
YJR045C	YJR045C@chrX:521741(-)
YDL155W	YDL155W@chrIV:176643(+)
YKL157W	YKL157W@chrXI:154967(+)
YGR060W	YGR060W@chrVII:610481(+)
YDL241W	YDL241W@chrIV:20557(+)
YPL117C	YPL117C@chrXVI:328847(-)
YMR138W	YMR138W@chrXIII:545155(+)
YGR246C	YGR246C@chrVII:984301(-)
YMR299C	YMR299C@chrXIII:865360(-)
YDR106W	YDR106W@chrIV:666982(+)
YPL188W	YPL188W@chrXVI:191390(+)
YJR049C	YJR049C@chrX:528494(-)
YIL041W	YIL041W@chrIX:276503(+)
YOR211C	YOR211C@chrXV:741772(-)
YDR354W	YDR354W@chrIV:1184671(+)
YOL042W	YOL042W@chrXV:249759(+)
YGR183C	YGR183C@chrVII:859504(-)
YJL065C	YJL065C@chrX:315591(-)
YDR282C	YDR282C@chrIV:1024762(-)
YKL013C	YKL013C@chrXI:418058(-)
YOR067C	YOR067C@chrXV:453503(-)
YDR497C	YDR497C@chrIV:1445542(-)
YGL234W	YGL234W@chrVII:56464(+)
YLR421C	YLR421C@chrXII:965597(-)
YJR063W	YJR063W@chrX:555148(+)
YPL149W	YPL149W@chrXVI:271233(+)
YOR103C	YOR103C@chrXV:516874(-)
YLR066W	YLR066W@chrXII:267134(+)
YML060W	YML060W@chrXIII:151792(+)
YPR189W	YPR189W@chrXVI:912627(+)
YNL162W-A	YNL162W-A@chrXIV:330304(+)
YNL097W-A	YNL097W-A@chrXIV:441302(+)
YDR299W	YDR299W@chrIV:1059575(+)
YCR077C	YCR077C@chrIII:252670(-)
YLR216C	YLR216C@chrXII:573242(-)
YHR182C-A	YHR182C-A@chrVIII:471533(-)
YNL124W	YNL124W@chrXIV:392864(+)
YOL014W	YOL014W@chrXV:299505(+)
YKL109W	YKL109W@chrXI:231956(+)
YBR204C	YBR204C@chrII:633425(-)
YNL053W	YNL053W@chrXIV:529822(+)
YKL164C	YKL164C@chrXI:142894(-)
YCL025C	YCL025C@chrIII:77945(-)
YOL018C	YOL018C@chrXV:292139(-)
YKR045C	YKR045C@chrXI:523997(-)
YGR221C	YGR221C@chrVII:939079(-)
YLR435W	YLR435W@chrXII:1006299(+)
YPR113W	YPR113W@chrXVI:752232(+)
YOR040W	YOR040W@chrXV:407064(+)
YOR187W	YOR187W@chrXV:684013(+)
YML007W	YML007W@chrXIII:253686(+)
YLR082C	YLR082C@chrXII:293609(-)
YLR170C	YLR170C@chrXII:501096(-)
YGL231C	YGL231C@chrVII:63631(-)
YBR102C	YBR102C@chrII:447387(-)
YDR377W	YDR377W@chrIV:1228582(+)
YDR099W	YDR099W@chrIV:652715(+)
YNR001C	YNR001C@chrXIV:631161(-)
YGL208W	YGL208W@chrVII:97288(+)
YLR037C	YLR037C@chrXII:224004(-)
YGR253C	YGR253C@chrVII:999200(-)
YBR260C	YBR260C@chrII:734648(-)
YOR385W	YOR385W@chrXV:1065035(+)
YKR094C	YKR094C@chrXI:618777(-)
YPR128C	YPR128C@chrXVI:792233(-)
YMR073C	YMR073C@chrXIII:412900(-)
YLR093C	YLR093C@chrXII:327488(-)
YDR189W	YDR189W@chrIV:838350(+)
YPL165C	YPL165C@chrXVI:239105(-)
YDR073W	YDR073W@chrIV:592355(+)
YLR324W	YLR324W@chrXII:779148(+)
YCL028W	YCL028W@chrIII:70118(+)
YML024W	YML024W@chrXIII:225863(+)
YGR128C	YGR128C@chrVII:750129(-)
YBR264C	YBR264C@chrII:738394(-)
YOR115C	YOR115C@chrXV:539516(-)
YDR044W	YDR044W@chrIV:546599(+)
YOR280C	YOR280C@chrXV:845813(-)
YOR081C	YOR081C@chrXV:479225(-)
YLR447C	YLR447C@chrXII:1027938(-)
YDL116W	YDL116W@chrIV:251525(+)
YOR318C	YOR318C@chrXV:912547(-)
YOR192C	YOR192C@chrXV:700569(-)
YML099C	YML099C@chrXIII:77068(-)
YOR043W	YOR043W@chrXV:410478(+)
YDR511W	YDR511W@chrIV:1469992(+)
YBR184W	YBR184W@chrII:597363(+)
YER183C	YER183C@chrV:553970(-)
YOL005C	YOL005C@chrXV:316212(-)
YHR163W	YHR163W@chrVIII:423722(+)
YCL021W-A	YCL021W-A@chrIII:83530(+)
YHR153C	YHR153C@chrVIII:402689(-)
YMR033W	YMR033W@chrXIII:337745(+)
YBR221C	YBR221C@chrII:666456(-)
YER056C-A	YER056C-A@chrV:270203(-)
YGL120C	YGL120C@chrVII:283976(-)
YBL041W	YBL041W@chrII:141212(+)
YCR079W	YCR079W@chrIII:252818(+)
YHR135C	YHR135C@chrVIII:374431(-)
YPL063W	YPL063W@chrXVI:429815(+)
YOL073C	YOL073C@chrXV:194836(-)
YIL091C	YIL091C@chrIX:193226(-)
YJR031C	YJR031C@chrX:490898(-)
YKL060C	YKL060C@chrXI:327511(-)
YMR264W	YMR264W@chrXIII:795759(+)
YGL057C	YGL057C@chrVII:395845(-)
YHR179W	YHR179W@chrVIII:462461(+)
YDR034W-B	YDR034W-B@chrIV:521297(+)
YER187W	YER187W@chrV:565535(+)
YCL036W	YCL036W@chrIII:59026(+)
YMR010W	YMR010W@chrXIII:284872(+)
YBR056W	YBR056W@chrII:347867(+)
YOR007C	YOR007C@chrXV:339983(-)
YGL094C	YGL094C@chrVII:334654(-)
YIL003W	YIL003W@chrIX:349076(+)
YIL131C	YIL131C@chrIX:102292(-)
YLR120C	YLR120C@chrXII:388333(-)
YEL017W	YEL017W@chrV:123605(+)
YHR012W	YHR012W@chrVIII:129460(+)
YPR033C	YPR033C@chrXVI:639020(-)
YLR142W	YLR142W@chrXII:425156(+)
YGL171W	YGL171W@chrVII:182364(+)
YGR021W	YGR021W@chrVII:527617(+)
YOR270C	YOR270C@chrXV:830745(-)
YML053C	YML053C@chrXIII:169837(-)
YBR259W	YBR259W@chrII:730341(+)
YOR298C-A	YOR298C-A@chrXV:877729(-)
YMR297W	YMR297W@chrXIII:861850(+)
YFR020W	YFR020W@chrVI:191765(+)
YER007W	YER007W@chrV:164506(+)
YIL084C	YIL084C@chrIX:203301(-)
YBL011W	YBL011W@chrII:203437(+)
YOR016C	YOR016C@chrXV:361222(-)
YDR288W	YDR288W@chrIV:1037156(+)
YNL302C	YNL302C@chrXIV:62964(-)
YBR048W	YBR048W@chrII:332811(+)
YDR448W	YDR448W@chrIV:1356054(+)
YOR304W	YOR304W@chrXV:884343(+)
YBL076C	YBL076C@chrII:84277(-)
YOR025W	YOR025W@chrXV:378206(+)
YBR195C	YBR195C@chrII:611928(-)
YLR163C	YLR163C@chrXII:493282(-)
YDR350C	YDR350C@chrIV:1178202(-)
YPR201W	YPR201W@chrXVI:939770(+)
YGL192W	YGL192W@chrVII:142146(+)
YKL181W	YKL181W@chrXI:107140(+)
YFL049W	YFL049W@chrVI:36772(+)
YOR064C	YOR064C@chrXV:446739(-)
YOL140W	YOL140W@chrXV:58706(+)
YER028C	YER028C@chrV:211944(-)
YCR048W	YCR048W@chrIII:211904(+)
YHR038W	YHR038W@chrVIII:184029(+)
YNL078W	YNL078W@chrXIV:479759(+)
YML094W	YML094W@chrXIII:82263(+)
YDL081C	YDL081C@chrIV:310188(-)
YKL088W	YKL088W@chrXI:275254(+)
YDR072C	YDR072C@chrIV:591470(-)
YDR487C	YDR487C@chrIV:1429038(-)
YML038C	YML038C@chrXIII:204257(-)
YBR122C	YBR122C@chrII:484536(-)
YOL077W-A	YOL077W-A@chrXV:185404(+)
YIL108W	YIL108W@chrIX:160863(+)
YDR153C	YDR153C@chrIV:768104(-)
YLR207W	YLR207W@chrXII:556779(+)
YGR180C	YGR180C@chrVII:856328(-)
YNL201C	YNL201C@chrXIV:263464(-)
YOR334W	YOR334W@chrXV:944591(+)
YFL044C	YFL044C@chrVI:45579(-)
YPR121W	YPR121W@chrXVI:778422(+)
YLR399C	YLR399C@chrXII:921642(-)
YNL106C	YNL106C@chrXIV:424597(-)
YDL213C	YDL213C@chrIV:77975(-)
YOR260W	YOR260W@chrXV:813940(+)
YLR432W	YLR432W@chrXII:1002441(+)
YKR077W	YKR077W@chrXI:583628(+)
YFL045C	YFL045C@chrVI:44467(-)
YMR157C	YMR157C@chrXIII:572074(-)
YBR283C	YBR283C@chrII:770559(-)
YDR343C	YDR343C@chrIV:1161406(-)
YMR194C-B	YMR194C-B@chrXIII:652891(-)
YDR453C	YDR453C@chrIV:1365730(-)
YMR252C	YMR252C@chrXIII:775750(-)
YGR239C	YGR239C@chrVII:970087(-)
YMR060C	YMR060C@chrXIII:392536(-)
YGR161W-C	YGR161W-C@chrVII:810184(+)
YAL053W	YAL053W@chrI:45759(+)
YER152C	YER152C@chrV:474019(-)
YDR074W	YDR074W@chrIV:593799(+)
YJL096W	YJL096W@chrX:246449(+)
YMR289W	YMR289W@chrXIII:848667(+)
YKR068C	YKR068C@chrXI:570957(-)
YDR362C	YDR362C@chrIV:1198807(-)
YDR175C	YDR175C@chrIV:814199(-)
YGR042W	YGR042W@chrVII:579457(+)
YPL155C	YPL155C@chrXVI:259377(-)
YLR361C-A	YLR361C-A@chrXII:849682(-)
YDR079W	YDR079W@chrIV:603033(+)
YHL027W	YHL027W@chrVIII:51013(+)
YHR194W	YHR194W@chrVIII:488615(+)
YDR281C	YDR281C@chrIV:1022352(-)
YNR034W-A	YNR034W-A@chrXIV:692489(+)
YNL208W	YNL208W@chrXIV:254399(+)
YLL062C	YLL062C@chrXII:17622(-)
YKL042W	YKL042W@chrXI:358337(+)
YPL196W	YPL196W@chrXVI:175003(+)
YOL116W	YOL116W@chrXV:99678(+)
YDR065W	YDR065W@chrIV:580650(+)
YJL206C	YJL206C@chrX:50094(-)
YFL037W	YFL037W@chrVI:56265(+)
YNL157W	YNL157W@chrXIV:340328(+)
YDR013W	YDR013W@chrIV:473141(+)
